NOME FANTASIA,RAZÃO SOCIAL,CNPJ,TIPO,ATIVIDADE,NATUREZA JURÍDICA,PORTE,FATURAMENTO,CAPITAL SOCIAL,QUANT. FUNC.,DATA ABERT.,SÓCIOS,TELEFONE,EMAIL,CIDADE,ESTADO,BAIRRO,CEP,LOGRADOURO,NÚMERO,LOCATION,Lat,Lng,km.res$cluster
Antilha Bar E Restaurante Ltda - Epp,Antilha Bar E Restaurante Ltda - Epp,21.156.788/0001-08,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Conde,PB,Jacuma,-,Rua Projetada,-,"Rua Projetada, Conde - PB",-7.256549,-34.9102038,3
Gessica Jeane Da Silva Souza 08135876467,Gessica Jeane Da Silva Souza 08135876467,20.157.956/0001-09,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Conde,PB,Centro,-,Rua Rua Manoel Alves,-,"Rua Rua Manoel Alves, Conde - PB",-7.2555332,-34.9048073,3
Renato De Oliveira 78895723449,Renato De Oliveira 78895723449,22.535.270/0001-30,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Conde,PB,Centro,-,Rua Nossa Senhora Da Conceicao,-,"Rua Nossa Senhora Da Conceicao, Conde - PB",-7.2614336,-34.9077105,3
Joelma Rodrigues Da Silva 07583155460,Joelma Rodrigues Da Silva 07583155460,20.860.843/0001-75,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Conde,PB,Pousada De Conde,-,Rua Projetada,-,"Rua Projetada, Conde - PB",-7.256549,-34.9102038,3
Eliezer Francisco Da Silva Filho 03263817400,Eliezer Francisco Da Silva Filho 03263817400,13.096.566/0001-00,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Conde,PB,Centro,-,Rua Ovidio Alves,-,"Rua Ovidio Alves, Conde - PB",-7.2621232,-34.9083699,3
Adriano Da Silva Santos 10616460414,Adriano Da Silva Santos 10616460414,17.733.840/0001-66,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Pedras De Fogo,PB,Centro,-,Rua Da Concordia,-,"Rua Da Concordia, Pedras De Fogo - PB",-7.4014698,-35.1194439,3
Hercules Antonio Gomes Do Nascimento 02444861400,Hercules Antonio Gomes Do Nascimento 02444861400,14.416.827/0001-95,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Pedras De Fogo,PB,Mangueira,-,Rua Da Areia,-,"Rua Da Areia, Pedras De Fogo - PB",-7.4014678,-35.1109425,3
Tereza Prissila Rodrigues Vieira 10192471422,Tereza Prissila Rodrigues Vieira 10192471422,18.948.665/0001-97,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Pedras De Fogo,PB,Centro,-,Rua Do Jardim,-,"Rua Do Jardim, Pedras De Fogo - PB",-7.4028079,-35.1152026,3
Adalgisa Xavier Alves 43667759487,Adalgisa Xavier Alves 43667759487,11.670.047/0001-89,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Campina Grande,PB,Centro,-,Rua Maciel Pinheiro,-,"Rua Maciel Pinheiro, Campina Grande - PB",-7.2176411,-35.883972,2
Sorveteria E Pizzaria La Paloma Ltda - Epp,Sorveteria E Pizzaria La Paloma Ltda - Epp,12.609.038/0001-45,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Campina Grande,PB,Centro,-,Rua Irineu Joffily,-,"Rua Irineu Joffily, Campina Grande - PB",-7.2212195,-35.8844759,3
Saula Liliane Freire De Assis 02492213498,Saula Liliane Freire De Assis 02492213498,13.955.173/0001-05,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Campina Grande,PB,Centro,-,Rua Irineu Joffily,-,"Rua Irineu Joffily, Campina Grande - PB",-7.2212195,-35.8844759,3
Djoelberto Torres Nascimento Dos Santos 03948698422,Djoelberto Torres Nascimento Dos Santos 03948698422,12.129.506/0001-84,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Campina Grande,PB,Prata,-,Rua Siqueira Campos,-,"Rua Siqueira Campos, Campina Grande - PB",-7.21716,-35.8912757,3
Vns Servicos De Gastronomia Ltda - Epp,Vns Servicos De Gastronomia Ltda - Epp,11.825.233/0001-40,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Campina Grande,PB,Catole,-,Avenida Prefeito Severino Bezerra Cabral,-,"Avenida Prefeito Severino Bezerra Cabral, Campina Grande - PB",-7.2390598,-35.86361,2
Scgb Servicos De Alimentacao Ltda - Epp,Scgb Servicos De Alimentacao Ltda - Epp,13.426.097/0001-40,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Campina Grande,PB,Catole,-,Avenida Severino Bezerra Cabral,-,"Avenida Severino Bezerra Cabral, Campina Grande - PB",-7.2390598,-35.86361,2
Eilson Andrade De Vasconcelos - Epp,Eilson Andrade De Vasconcelos - Epp,18.369.956/0001-20,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Campina Grande,PB,Catole,-,Avenida Prefeito Severino Bezerra Cabral,-,"Avenida Prefeito Severino Bezerra Cabral, Campina Grande - PB",-7.2390598,-35.86361,2
Leomaques Silva Alves 01231886447,Leomaques Silva Alves 01231886447,21.277.772/0001-45,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Campina Grande,PB,Catole,-,Avenida Elpidio De Almeida,-,"Avenida Elpidio De Almeida, Campina Grande - PB",-7.2388106,-35.8754782,3
Jairo Sales De Brito - Epp,Jairo Sales De Brito - Epp,23.011.615/0001-19,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Campina Grande,PB,Catole,-,Rua Arius,-,"Rua Arius, Campina Grande - PB",-7.2307878,-35.8779043,3
Hotel Village Campina Grande Ltda - Epp,Hotel Village Campina Grande Ltda - Epp,13.798.166/0001-47,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Campina Grande,PB,Sandra Cavalcante,-,Rua Otacilio Nepomuceno,-,"Rua Otacilio Nepomuceno, Campina Grande - PB",-7.2337651,-35.8730966,3
Sorelle Servicos De Alimentos Ltda - Epp,Sorelle Servicos De Alimentos Ltda - Epp,19.963.142/0001-82,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Campina Grande,PB,Catole,-,Avenida Prefeito Severino Bezerra Cabral,-,"Avenida Prefeito Severino Bezerra Cabral, Campina Grande - PB",-7.2390598,-35.86361,2
Mor Restaurante E Lanchonete Ltda - Epp,Mor Restaurante E Lanchonete Ltda - Epp,20.157.458/0001-66,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Campina Grande,PB,Cruzeiro,-,Rua Almirante Barroso,-,"Rua Almirante Barroso, Campina Grande - PB",-7.2399602,-35.9001871,3
Daniel Rocha Tavares 70182351467,Daniel Rocha Tavares 70182351467,15.240.615/0001-62,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Campina Grande,PB,Centenario,-,Avenida Marechal Floriano Peixoto,-,"Avenida Marechal Floriano Peixoto, Campina Grande - PB",-7.2285547,-35.9036625,3
Subway,G.A. ServiÇo De AlimentaÇÃo Ltda - Epp,22.939.117/0001-78,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Queimadas,PB,Centro,-,Avenida Assis Chateaubriand Br 104,-,"Avenida Assis Chateaubriand Br 104, Queimadas - PB",-7.3641201,-35.902189,2
Talisma Pallace Hotel E Servicos Ltda - Epp,Talisma Pallace Hotel E Servicos Ltda - Epp,12.045.434/0001-97,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Catole Do Rocha,PB,Batalhao,-,Avenida Venancio Neiva,-,"Avenida Venancio Neiva, Catole Do Rocha - PB",-6.3488284,-37.7476381,3
Restaurante Lima Rocha Ltda - Epp,Restaurante Lima Rocha Ltda - Epp,04.287.666/0001-23,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Campina Grande,PB,Alto Branco,-,Avenida Manoel Tavares,-,"Avenida Manoel Tavares, Campina Grande - PB",-7.2072372,-35.8753835,3
Jasmine Hospedaria E Turismo Ltda - Epp,Jasmine Hospedaria E Turismo Ltda - Epp,22.406.552/0001-37,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Joao Pessoa,PB,Jardim Oceania,-,Rua Julio Correia De Andrade,-,"Rua Julio Correia De Andrade, Joao Pessoa - PB",-7.0843062,-34.8341348,3
Pousada Luz E Mar Ltda - Epp,Pousada Luz E Mar Ltda - Epp,19.925.679/0001-58,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Joao Pessoa,PB,Tambau,-,Rua Infante Dom Henrique,-,"Rua Infante Dom Henrique, Joao Pessoa - PB",-7.1157873,-34.8268199,3
Maria Gorete Soares Da Silva - Epp,Maria Gorete Soares Da Silva - Epp,21.643.699/0001-88,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Joao Pessoa,PB,Jardim Oceania,-,Rua Jose Gomes De Sa Filho,-,"Rua Jose Gomes De Sa Filho, Joao Pessoa - PB",-7.0854124,-34.8375716,3
Sulamita Martins Feitosa - Epp,Sulamita Martins Feitosa - Epp,23.446.281/0001-06,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Joao Pessoa,PB,Bancarios,-,Rua Hercilio Alves De Sousa,-,"Rua Hercilio Alves De Sousa, Joao Pessoa - PB",-7.1486349,-34.8405339,3
Pousada Estrela Azul Eireli - Epp,Pousada Estrela Azul Eireli - Epp,18.604.726/0001-07,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Joao Pessoa,PB,Tambau,-,Avenida Presidente Epitacio Pessoa,-,"Avenida Presidente Epitacio Pessoa, Joao Pessoa - PB",-7.1196999,-34.8471031,3
Suave Sabor Restaurante E Lanchonete Ltda - Epp,Suave Sabor Restaurante E Lanchonete Ltda - Epp,18.435.832/0001-04,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Joao Pessoa,PB,Jose Americo De Almeida,-,Avenida Hilton Solto Maior,-,"Avenida Hilton Solto Maior, Joao Pessoa - PB",-7.1632975,-34.8312853,3
Gosto Alimentacao Restaurante E Eventos Ltda - Epp,Gosto Alimentacao Restaurante E Eventos Ltda - Epp,15.482.945/0001-64,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Joao Pessoa,PB,Miramar,-,Rua Armando Vasconcelos,-,"Rua Armando Vasconcelos, Joao Pessoa - PB",-7.1222372,-34.833064,2
Joao Pessoa Point Comercio De Alimentos Ltda - Epp,Joao Pessoa Point Comercio De Alimentos Ltda - Epp,19.447.816/0001-96,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Joao Pessoa,PB,Bancarios,-,Rua Empresario Joao Rodrigues Alves,-,"Rua Empresario Joao Rodrigues Alves, Joao Pessoa - PB",-7.1474629,-34.8458715,3
Marc Center Hotel Ltda - Epp,Marc Center Hotel Ltda - Epp,12.939.971/0001-80,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Campina Grande,PB,Centro,-,Avenida Getulio Vargas,-,"Avenida Getulio Vargas, Campina Grande - PB",-7.2178311,-35.8913142,3
La Suissa Doceria Ltda - Epp,La Suissa Doceria Ltda - Epp,03.063.267/0001-16,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Campina Grande,PB,Catole,-,Avenida Severino Bezerra Cabral,-,"Avenida Severino Bezerra Cabral, Campina Grande - PB",-7.2390598,-35.86361,2
Onigrat Hotel Ltda - Epp,Onigrat Hotel Ltda - Epp,08.815.482/0001-40,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Campina Grande,PB,Centro,-,Rua Cel Joao Lourenco Porto,-,"Rua Cel Joao Lourenco Porto, Campina Grande - PB",-7.2200849,-35.8812143,3
B. Baracuhy Comercio De Refeicoes Ltda - Epp,B. Baracuhy Comercio De Refeicoes Ltda - Epp,19.434.974/0001-01,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Joao Pessoa,PB,Manaira,-,Avenida Esperanca,-,"Avenida Esperanca, Joao Pessoa - PB",-7.1059664,-34.8336358,3
Juliana Gomes Da Silva 75291959487,Juliana Gomes Da Silva 75291959487,13.648.854/0001-20,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Joao Pessoa,PB,Manaira,-,Rua Manoel Arruda Cavalcanti,-,"Rua Manoel Arruda Cavalcanti, Joao Pessoa - PB",-7.1018396,-34.8434517,3
Hotel Village Joao Pessoa Ltda - Epp,Hotel Village Joao Pessoa Ltda - Epp,13.878.606/0001-76,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Joao Pessoa,PB,Tambau,-,Avenida Epitacio Pessoa,-,"Avenida Epitacio Pessoa, Joao Pessoa - PB",-7.1196999,-34.8471031,3
Sabor Com Arte Comercio De Alimentos E Eventos Ltda - Epp,Sabor Com Arte Comercio De Alimentos E Eventos Ltda - Epp,17.060.462/0001-05,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Joao Pessoa,PB,Torre,-,Avenida Juarez Tavora,-,"Avenida Juarez Tavora, Joao Pessoa - PB",-7.123221,-34.8609003,3
Aart Comercio De Alimentos Ltda - Epp,Aart Comercio De Alimentos Ltda - Epp,19.908.897/0001-84,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Joao Pessoa,PB,Torre,-,Avenida Ministro Jose Americo De Almeida,-,"Avenida Ministro Jose Americo De Almeida, Joao Pessoa - PB",-7.1261073,-34.8493704,3
Maria Lucia Da Silva,Maria Lucia Da Silva,15.661.654/0001-33,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Joao Pessoa,PB,Ernesto Geisel,-,Avenida Presidente Juscelino Kubitschek,-,"Avenida Presidente Juscelino Kubitschek, Joao Pessoa - PB",-7.1798775,-34.8694639,3
Jose Carlos Nogueira Pinto,Jose Carlos Nogueira Pinto,14.720.465/0001-21,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Joao Pessoa,PB,Ernesto Geisel,-,Avenida Presidente Juscelino Kubitschek,-,"Avenida Presidente Juscelino Kubitschek, Joao Pessoa - PB",-7.1798775,-34.8694639,3
Aline Jennifer Imperiano Calisto 10874921490,Aline Jennifer Imperiano Calisto 10874921490,15.058.588/0001-01,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Lagoa Seca,PB,Centro,-,Rua Rua.Eusebio Dos Santos,-,"Rua Rua.Eusebio Dos Santos, Lagoa Seca - PB",-7.153954,-35.8533162,3
Katia Valeria Martins Dos Santos Leonardo Me,Katia Valeria Martins Dos Santos Leonardo Me,11.664.965/0001-03,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Soledade,PB,Centro,-,10 Rua Prefeito Inacio Claudino,-,"10 Rua Prefeito Inacio Claudino, Soledade - PB",-7.0586156,-36.3613032,3
Antonio Avelino Da Costa 02905681888,Antonio Avelino Da Costa 02905681888,13.291.607/0001-10,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Soledade,PB,Centro,-,Rua Epitacio Pessoa,-,"Rua Epitacio Pessoa, Soledade - PB",-7.057578,-36.3644577,3
Jose Emanuel Ferreira De Araujo 10412619423,Jose Emanuel Ferreira De Araujo 10412619423,20.007.750/0001-00,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Soledade,PB,Mercado,-,Rua Rua Prefeito Inacio Claudino,-,"Rua Rua Prefeito Inacio Claudino, Soledade - PB",-7.058526,-36.3640478,3
Daniel De Lima Teotonio,Daniel De Lima Teotonio,17.141.066/0001-02,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Soledade,PB,Sao Jose,-,Rua Pres Joao Pessoa,-,"Rua Pres Joao Pessoa, Soledade - PB",-7.0585036,-36.359061,2
Edgleide Viana Da Silva 58111247249,Edgleide Viana Da Silva 58111247249,19.975.475/0001-21,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Soledade,PB,Centro,-,Rua Joao Marinho De Araujo,-,"Rua Joao Marinho De Araujo, Soledade - PB",-7.0599194,-36.365839,2
Restaurante Belo Vale Ltda - Epp,Restaurante Belo Vale Ltda - Epp,10.908.781/0001-70,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Sousa,PB,Centro,-,Avenida Engenheiro Carlos Pires De Sa,-,"Avenida Engenheiro Carlos Pires De Sa, Sousa - PB",-6.7636016,-38.2277242,3
Branca Shake,Branca Shake Lanchonete Ltda - Epp,23.105.726/0001-94,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Santa Rita,PB,Centro,-,Getulio Vargas,-,"Getulio Vargas, Santa Rita - PB",-7.121404,-34.9768374,3
Gilvanda Luiz Pereira 73797472404,Gilvanda Luiz Pereira 73797472404,16.837.737/0001-01,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Lucena,PB,Gameleira,-,Rua Projetada,-,"Rua Projetada, Lucena - PB",-6.914183,-34.8733437,3
Annita Thereza Machado Oliveira De Souto Lima 07171758478,Annita Thereza Machado Oliveira De Souto Lima 07171758478,20.829.009/0001-17,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Lucena,PB,Gameleira,-,Rua Porfirio Guedes,-,"Rua Porfirio Guedes, Lucena - PB",-6.9203186,-34.8644278,3
Delma Damazio Da Costa 10769606423,Delma Damazio Da Costa 10769606423,18.543.566/0001-25,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Lucena,PB,Centro,-,Rua Americo Falcao,-,"Rua Americo Falcao, Lucena - PB",-6.8990405,-34.8700717,3
Imc Distribuidora,Leandra Otacilio Matias Das Neves,18.077.694/0001-20,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Lucena,PB,Centro,-,Avenida Americo Falcao,-,"Avenida Americo Falcao, Lucena - PB",-6.8950196,-34.8772524,3
Edilma Pereira De Andrade 02830529456,Edilma Pereira De Andrade 02830529456,17.439.436/0001-84,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Pedras De Fogo,PB,Bairro Da Mangueira,-,Rua Jose Lins Do Rego,-,"Rua Jose Lins Do Rego, Pedras De Fogo - PB",-7.4019753,-35.113262,2
Claudio Mendonca De Araujo 76958310420,Claudio Mendonca De Araujo 76958310420,14.174.746/0001-26,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Pedras De Fogo,PB,Centro,-,Avenida Getulio Vargas,-,"Avenida Getulio Vargas, Pedras De Fogo - PB",-7.4039919,-35.1120233,3
Maria Jose Da Silva 69759480468,Maria Jose Da Silva 69759480468,19.559.684/0001-94,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Pedras De Fogo,PB,Centro,-,Rua 01 De Maio,-,"Rua 01 De Maio, Pedras De Fogo - PB",-7.399242,-35.1159883,3
Ed Lanches E Sorveteria,Jose Edjardes Da Silva 82975094434,23.591.834/0001-14,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Pedras De Fogo,PB,Santo Antonio,-,Avenida Santo Antonio,-,"Avenida Santo Antonio, Pedras De Fogo - PB",-7.4040432,-35.1031024,3
Alixandra Rodrigues De Oliveira 29833725880,Alixandra Rodrigues De Oliveira 29833725880,11.727.712/0001-23,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Campina Grande,PB,Centro,-,Rua Theodosio De Oliveira Ledo,-,"Rua Theodosio De Oliveira Ledo, Campina Grande - PB",-7.2189007,-35.8860844,3
Barros & Lima Ltda - Epp,Barros & Lima Ltda - Epp,01.793.112/0001-00,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Campina Grande,PB,Catole,-,Avenida Severino Bezerra Cabral,-,"Avenida Severino Bezerra Cabral, Campina Grande - PB",-7.2390598,-35.86361,2
Cannelle Restaurante E Conveniencia Eireli - Epp,Cannelle Restaurante E Conveniencia Eireli - Epp,08.433.548/0001-37,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Joao Pessoa,PB,Torre,-,Avenida Ministro Jose Americo De Almeida,-,"Avenida Ministro Jose Americo De Almeida, Joao Pessoa - PB",-7.1261073,-34.8493704,3
Mauricio Kepler Alcoforado Costa Eireli Epp - Epp,Mauricio Kepler Alcoforado Costa Eireli Epp - Epp,07.773.579/0001-74,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Joao Pessoa,PB,Centro,-,Avenida Almirante Barroso,-,"Avenida Almirante Barroso, Joao Pessoa - PB",-7.1204049,-34.8736075,3
Andrea Soares Marinho 00358440785,Andrea Soares Marinho 00358440785,18.696.479/0001-08,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Joao Pessoa,PB,Jardim Sao Paulo,-,Rua Empresario Joao Rodrigues Alves,-,"Rua Empresario Joao Rodrigues Alves, Joao Pessoa - PB",-7.1474629,-34.8458715,3
Andorra Hotel Ltda - Epp,Andorra Hotel Ltda - Epp,35.491.273/0001-60,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Joao Pessoa,PB,Bessa,-,Rua Handall C Pimentel,-,"Rua Handall C Pimentel, Joao Pessoa - PB",-7.0621026,-34.8460794,3
Restaurante E Pizzaria Mamma Tutti Eireli - Epp,Restaurante E Pizzaria Mamma Tutti Eireli - Epp,00.202.998/0001-07,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Joao Pessoa,PB,Tambau,-,Avenida Nossa S Dos Navegantes,-,"Avenida Nossa S Dos Navegantes, Joao Pessoa - PB",-7.1152041,-34.8247649,3
Zeny Industria E Comercio De Produtos Alimenticios Ltda - Epp,Zeny Industria E Comercio De Produtos Alimenticios Ltda - Epp,40.960.569/0001-13,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Joao Pessoa,PB,Centro,-,Avenida Dom Pedro I,-,"Avenida Dom Pedro I, Joao Pessoa - PB",-7.1168889,-34.8786356,3
Mota & Silva Lanchonete,Mota & Silva Lanchonete Ltda - Epp,22.697.505/0001-90,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Bayeux,PB,Centro,-,Avenida Liberdade,-,"Avenida Liberdade, Bayeux - PB",-7.1224175,-34.9145398,3
Mininas Bar,Vanessa De Almeida Nascimento - Epp,22.258.147/0001-19,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Cabedelo,PB,Santa Catarina,-,Rua Desembargador Onaldo Nobrega Montenegro,-,"Rua Desembargador Onaldo Nobrega Montenegro, Cabedelo - PB",-6.9662889,-34.8310302,3
Marcante Buffet E Eventos,Rsp Alimentacao E Servicos Ltda - Epp,22.300.539/0001-07,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Santa Rita,PB,Municipios,-,Rua Remigio,-,"Rua Remigio, Santa Rita - PB",-7.1461988,-34.9689876,3
Trevo Motel,Apart Hotel De Pouso E Turismo Ltda - Epp,09.363.920/0001-49,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Joao Pessoa,PB,Agua Fria,-,Br 230 Km 23,-,"Br 230 Km 23, Joao Pessoa - PB",-7.1639567,-34.8629339,3
Restaurante Manaira Ltda - Epp,Restaurante Manaira Ltda - Epp,24.217.242/0001-08,SERVIÇOS,Serviço de alojamento e alimentação,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Joao Pessoa,PB,Manaira,-,Avenida Flavio Ribeiro,-,"Avenida Flavio Ribeiro, Joao Pessoa - PB",-7.0976486,-34.8408272,3
